FA1,GGBS,SF,MK,FA2,CA,Molarity,NaOH,Na2SiO3,Water,F_V (vol%),F_D,F_L,F_M,days,Tem,Com
0.0,950.0,0.0,0.0,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,7.0,20,81.1
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,7.0,20,53.2
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,7.0,20,57.6
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,7.0,20,65.4
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,7.0,20,72.3
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,7.0,20,74.3
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,7.0,20,77.6
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,7.0,20,75.0
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,7.0,20,81.5
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,7.0,20,96.5
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,7.0,20,73.4
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,7.0,20,74.9
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,7.0,20,76.8
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,7.0,20,74.5
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,7.0,20,83.6
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,7.0,20,90.2
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,7.0,20,82.4
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,7.0,20,95.7
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,7.0,20,109.3
0.0,950.0,0.0,0.0,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,28.0,20,75.1
0.0,950.0,0.0,0.0,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,28.0,20,82.3
0.0,950.0,0.0,0.0,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,28.0,20,91.5
0.0,950.0,0.0,0.0,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,28.0,20,80.5
0.0,950.0,0.0,0.0,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,28.0,20,91.1
0.0,950.0,0.0,0.0,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,28.0,20,99.8
0.0,950.0,0.0,0.0,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,28.0,20,96.8
0.0,950.0,0.0,0.0,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,28.0,20,105.6
0.0,950.0,0.0,0.0,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,28.0,20,112.5
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,28.0,20,85.6
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,28.0,20,94.3
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,28.0,20,100.0
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,28.0,20,93.7
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,28.0,20,103.5
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,28.0,20,119.7
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,28.0,20,106.5
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,28.0,20,122.7
0.0,807.5,0.0,142.5,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,28.0,20,126.5
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,28.0,20,105.3
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,28.0,20,117.4
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,28.0,20,123.7
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,28.0,20,107.1
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,28.0,20,122.8
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,28.0,20,128.3
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,0.0,0.0,0.0,0.0,28.0,20,124.7
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,1.0,0.2,13.0,203.0,28.0,20,135.5
0.0,665.0,0.0,285.0,1140.0,0.0,12.0,114.0,171.0,0.0,2.0,0.2,13.0,203.0,28.0,20,148.6
0.0,850.23,0.0,283.4,828.5,0.0,8.0,198.38,198.38,0.0,0.0,0.0,0.0,0.0,28.0,20,79.6
0.0,850.23,0.0,283.4,828.5,0.0,12.0,198.38,198.38,0.0,0.0,0.0,0.0,0.0,28.0,20,91.2
0.0,850.23,0.0,283.4,828.5,0.0,16.0,198.38,198.38,0.0,0.0,0.0,0.0,0.0,28.0,20,110.3
0.0,850.23,0.0,283.4,840.5,0.0,8.0,132.25,264.52,0.0,0.0,0.0,0.0,0.0,28.0,20,82.6
0.0,850.23,0.0,283.4,840.5,0.0,12.0,132.25,264.52,0.0,0.0,0.0,0.0,0.0,28.0,20,97.3
0.0,850.23,0.0,283.4,840.5,0.0,16.0,132.25,264.52,0.0,0.0,0.0,0.0,0.0,28.0,20,114.2
0.0,850.23,0.0,283.4,846.65,0.0,8.0,99.19,297.58,0.0,0.0,0.0,0.0,0.0,28.0,20,93.5
0.0,850.23,0.0,283.4,846.65,0.0,12.0,99.19,297.58,0.0,0.0,0.0,0.0,0.0,28.0,20,101.6
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,0.0,0.0,0.0,0.0,28.0,20,118.6
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,0.75,0.2,13.0,203.0,7.0,20,109.39
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.25,0.2,13.0,203.0,7.0,20,114.76
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.75,0.2,13.0,203.0,7.0,20,117.78
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.0,0.2,13.0,203.0,7.0,20,112.86
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.5,0.2,13.0,203.0,7.0,20,116.33
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,2.0,0.2,13.0,203.0,7.0,20,120.98
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,0.75,0.2,13.0,203.0,28.0,20,134.04
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.25,0.2,13.0,203.0,28.0,20,139.59
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.75,0.2,13.0,203.0,28.0,20,145.31
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.0,0.2,13.0,203.0,28.0,20,137.96
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.5,0.2,13.0,203.0,28.0,20,142.06
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,2.0,0.2,13.0,203.0,28.0,20,150.61
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.0,0.2,13.0,203.0,91.0,20,147.76
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.25,0.2,13.0,203.0,91.0,20,154.69
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.75,0.2,13.0,203.0,91.0,20,161.63
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.0,0.2,13.0,203.0,91.0,20,150.65
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,1.5,0.2,13.0,203.0,91.0,20,158.39
0.0,850.23,0.0,283.4,846.65,0.0,16.0,99.19,297.58,0.0,2.0,0.2,13.0,203.0,91.0,20,167.96
0.0,850.23,0.0,283.4,930.4,0.0,8.0,170.04,170.04,0.0,0.0,0.0,0.0,0.0,28.0,20,105.13
0.0,850.23,0.0,283.4,940.9,0.0,8.0,113.36,226.72,0.0,0.0,0.0,0.0,0.0,28.0,20,111.25
0.0,850.23,0.0,283.4,945.9,0.0,8.0,85.02,255.06,0.0,0.0,0.0,0.0,0.0,28.0,20,116.34
0.0,850.23,0.0,283.4,945.9,0.0,12.0,85.02,255.06,0.0,0.0,0.0,0.0,0.0,28.0,20,122.21
0.0,850.23,0.0,283.4,945.9,0.0,16.0,85.02,255.06,0.0,0.0,0.0,0.0,0.0,28.0,20,130.11
0.0,850.23,0.0,283.4,945.9,0.0,16.0,85.02,255.06,0.0,0.0,0.0,0.0,0.0,3.0,20,113.14
0.0,850.23,0.0,283.4,945.9,0.0,16.0,85.02,255.06,0.0,0.0,0.0,0.0,0.0,3.0,20,118.31
190.0,700.0,0.0,0.0,915.0,0.0,12.0,60.0,325.0,0.0,0.0,0.0,0.0,0.0,28.0,20,138.5
190.0,700.0,0.0,55.0,915.0,0.0,12.0,60.0,325.0,0.0,0.0,0.0,0.0,0.0,28.0,20,128.4
175.0,650.0,0.0,100.0,915.0,0.0,12.0,60.0,325.0,0.0,0.0,0.0,0.0,0.0,28.0,20,118.5
155.0,590.0,0.0,190.0,915.0,0.0,12.0,60.0,325.0,0.0,0.0,0.0,0.0,0.0,28.0,20,146.3
135.0,520.0,0.0,280.0,915.0,0.0,12.0,60.0,325.0,0.0,0.0,0.0,0.0,0.0,28.0,20,160.0
298.0,128.0,0.0,0.0,596.0,1108.0,12.0,61.0,152.0,0.0,0.0,0.0,0.0,0.0,28.0,20,36.5
256.0,170.0,0.0,0.0,596.0,1108.0,12.0,61.0,152.0,0.0,0.0,0.0,0.0,0.0,28.0,20,39.2
213.0,213.0,0.0,0.0,596.0,1108.0,12.0,61.0,152.0,0.0,0.0,0.0,0.0,0.0,28.0,20,41.8
170.0,256.0,0.0,0.0,596.0,1108.0,12.0,61.0,152.0,0.0,0.0,0.0,0.0,0.0,28.0,20,38.2
191.0,213.0,0.0,22.0,596.0,1108.0,12.0,61.0,152.0,0.0,0.0,0.0,0.0,0.0,28.0,20,43.2
170.0,213.0,0.0,43.0,596.0,1108.0,12.0,61.0,152.0,0.0,0.0,0.0,0.0,0.0,28.0,20,49.2
149.0,213.0,0.0,64.0,596.0,1108.0,12.0,61.0,152.0,0.0,0.0,0.0,0.0,0.0,28.0,20,52.2
127.0,213.0,0.0,86.0,596.0,1108.0,12.0,61.0,152.0,0.0,0.0,0.0,0.0,0.0,28.0,20,47.5
244.8,122.4,0.0,40.8,554.0,1293.0,12.0,69.93,101.39,0.0,0.0,0.0,0.0,0.0,28.0,20,29.6
224.4,142.8,0.0,40.8,554.0,1293.0,12.0,58.07,113.25,0.0,0.0,0.0,0.0,0.0,28.0,20,30.3
204.0,163.2,0.0,40.8,554.0,1293.0,12.0,49.66,121.66,0.0,0.0,0.0,0.0,0.0,28.0,20,35.7
183.6,183.6,0.0,40.8,554.0,1293.0,12.0,43.37,127.95,0.0,0.0,0.0,0.0,0.0,28.0,20,32.9
224.4,142.8,0.0,40.8,554.0,1293.0,12.0,58.07,113.25,0.0,0.0,0.0,0.0,0.0,28.0,20,38.2
224.4,142.8,0.0,40.8,554.0,1293.0,12.0,69.93,101.39,0.0,0.0,0.0,0.0,0.0,28.0,20,35.5
224.4,142.8,0.0,40.8,554.0,1293.0,12.0,43.37,127.95,0.0,0.0,0.0,0.0,0.0,28.0,20,37.8
224.4,142.8,0.0,40.8,554.0,1293.0,12.0,49.66,121.66,0.0,0.0,0.0,0.0,0.0,28.0,20,31.4
204.0,163.2,0.0,40.8,554.0,1293.0,12.0,49.66,121.66,0.0,0.0,0.0,0.0,0.0,28.0,20,39.0
204.0,163.2,0.0,40.8,554.0,1293.0,12.0,43.37,127.95,0.0,0.0,0.0,0.0,0.0,28.0,20,29.0
204.0,163.2,0.0,40.8,554.0,1293.0,12.0,69.93,101.39,0.0,0.0,0.0,0.0,0.0,28.0,20,42.2
204.0,163.2,0.0,40.8,554.0,1293.0,12.0,58.07,113.25,0.0,0.0,0.0,0.0,0.0,28.0,20,37.2
183.6,183.6,0.0,40.8,554.0,1293.0,12.0,43.37,127.95,0.0,0.0,0.0,0.0,0.0,28.0,20,38.2
183.6,183.6,0.0,40.8,554.0,1293.0,12.0,49.66,121.66,0.0,0.0,0.0,0.0,0.0,28.0,20,36.5
183.6,183.6,0.0,40.8,554.0,1293.0,12.0,58.07,113.25,0.0,0.0,0.0,0.0,0.0,28.0,20,38.2
183.6,183.6,0.0,40.8,554.0,1293.0,12.0,69.93,101.39,0.0,0.0,0.0,0.0,0.0,28.0,20,41.6
388.0,0.0,0.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,3.0,20,29.8
0.0,0.0,388.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,3.0,20,20.0
349.2,0.0,38.8,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,3.0,20,25.4
388.0,0.0,0.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,7.0,20,30.2
0.0,0.0,388.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,7.0,20,20.3
349.2,0.0,38.8,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,7.0,20,28.9
388.0,0.0,0.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,14.0,20,31.5
0.0,0.0,388.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,14.0,20,22.5
349.2,0.0,38.8,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,14.0,20,30.0
388.0,0.0,0.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,20.0,20,33.7
0.0,0.0,388.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,20.0,20,23.4
349.2,0.0,38.8,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,20.0,20,31.5
388.0,0.0,0.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,28.0,20,36.9
0.0,0.0,388.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,28.0,20,24.8
349.2,0.0,38.8,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,28.0,20,33.6
0.0,80.0,320.0,0.0,724.0,1312.0,10.0,37.0,93.0,0.0,0.0,0.0,0.0,0.0,7.0,20,19.2
0.0,200.0,200.0,0.0,724.0,1312.0,10.0,37.0,93.0,0.0,0.0,0.0,0.0,0.0,7.0,20,24.3
0.0,320.0,80.0,0.0,724.0,1312.0,10.0,37.0,93.0,0.0,0.0,0.0,0.0,0.0,7.0,20,37.4
0.0,80.0,320.0,0.0,724.0,1312.0,10.0,37.0,93.0,0.0,0.0,0.0,0.0,0.0,28.0,20,27.6
0.0,200.0,200.0,0.0,724.0,1312.0,10.0,37.0,93.0,0.0,0.0,0.0,0.0,0.0,28.0,20,32.5
0.0,320.0,80.0,0.0,724.0,1312.0,10.0,37.0,93.0,0.0,0.0,0.0,0.0,0.0,28.0,20,49.2
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,142.0,165.0,0.0,0.0,0.0,0.0,0.0,7.0,20,53.6
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,126.0,181.0,0.0,0.0,0.0,0.0,0.0,7.0,20,56.5
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,7.0,20,52.1
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,95.0,212.0,0.0,0.0,0.0,0.0,0.0,7.0,20,43.4
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,83.0,224.0,0.0,0.0,0.0,0.0,0.0,7.0,20,34.3
0.0,0.0,325.0,0.0,599.0,1272.0,14.0,112.0,200.0,0.0,0.0,0.0,0.0,0.0,7.0,20,40.3
0.0,0.0,375.0,0.0,599.0,1272.0,14.0,94.0,168.0,0.0,0.0,0.0,0.0,0.0,7.0,20,35.4
0.0,0.0,400.0,0.0,599.0,1272.0,14.0,85.0,152.0,0.0,0.0,0.0,0.0,0.0,7.0,20,25.1
0.0,0.0,425.0,0.0,599.0,1272.0,14.0,76.0,136.0,0.0,0.0,0.0,0.0,0.0,7.0,20,14.8
0.0,0.0,420.0,0.0,533.0,1133.0,14.0,130.0,234.0,0.0,0.0,0.0,0.0,0.0,7.0,20,42.5
0.0,0.0,365.0,0.0,564.0,1200.0,14.0,115.0,206.0,0.0,0.0,0.0,0.0,0.0,7.0,20,44.5
0.0,0.0,315.0,0.0,596.0,1266.0,14.0,98.0,175.0,0.0,0.0,0.0,0.0,0.0,7.0,20,43.4
0.0,0.0,262.0,0.0,627.0,1333.0,14.0,82.0,146.0,0.0,0.0,0.0,0.0,0.0,7.0,20,37.8
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,7.0,20,35.8
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,7.0,20,32.7
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,7.0,20,24.6
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,7.0,20,19.9
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,142.0,165.0,0.0,0.0,0.0,0.0,0.0,14.0,20,55.2
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,126.0,181.0,0.0,0.0,0.0,0.0,0.0,14.0,20,61.1
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,14.0,20,58.4
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,95.0,212.0,0.0,0.0,0.0,0.0,0.0,14.0,20,46.5
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,83.0,224.0,0.0,0.0,0.0,0.0,0.0,14.0,20,36.8
0.0,0.0,325.0,0.0,599.0,1272.0,14.0,112.0,200.0,0.0,0.0,0.0,0.0,0.0,14.0,20,43.8
0.0,0.0,375.0,0.0,599.0,1272.0,14.0,94.0,168.0,0.0,0.0,0.0,0.0,0.0,14.0,20,38.7
0.0,0.0,400.0,0.0,599.0,1272.0,14.0,85.0,152.0,0.0,0.0,0.0,0.0,0.0,14.0,20,27.9
0.0,0.0,425.0,0.0,599.0,1272.0,14.0,76.0,136.0,0.0,0.0,0.0,0.0,0.0,14.0,20,15.3
0.0,0.0,420.0,0.0,533.0,1133.0,14.0,130.0,234.0,0.0,0.0,0.0,0.0,0.0,14.0,20,43.2
0.0,0.0,365.0,0.0,564.0,1200.0,14.0,115.0,206.0,0.0,0.0,0.0,0.0,0.0,14.0,20,46.7
0.0,0.0,315.0,0.0,596.0,1266.0,14.0,98.0,175.0,0.0,0.0,0.0,0.0,0.0,14.0,20,44.2
0.0,0.0,262.0,0.0,627.0,1333.0,14.0,82.0,146.0,0.0,0.0,0.0,0.0,0.0,14.0,20,38.9
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,14.0,20,36.5
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,14.0,20,33.6
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,14.0,20,25.2
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,14.0,20,20.1
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,142.0,165.0,0.0,0.0,0.0,0.0,0.0,28.0,20,57.8
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,126.0,181.0,0.0,0.0,0.0,0.0,0.0,28.0,20,60.3
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,28.0,20,58.6
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,95.0,212.0,0.0,0.0,0.0,0.0,0.0,28.0,20,47.4
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,83.0,224.0,0.0,0.0,0.0,0.0,0.0,28.0,20,38.5
0.0,0.0,325.0,0.0,599.0,1272.0,14.0,112.0,200.0,0.0,0.0,0.0,0.0,0.0,28.0,20,44.2
0.0,0.0,375.0,0.0,599.0,1272.0,14.0,94.0,168.0,0.0,0.0,0.0,0.0,0.0,28.0,20,38.1
0.0,0.0,400.0,0.0,599.0,1272.0,14.0,85.0,152.0,0.0,0.0,0.0,0.0,0.0,28.0,20,28.2
0.0,0.0,425.0,0.0,599.0,1272.0,14.0,76.0,136.0,0.0,0.0,0.0,0.0,0.0,28.0,20,15.6
0.0,0.0,420.0,0.0,533.0,1133.0,14.0,130.0,234.0,0.0,0.0,0.0,0.0,0.0,28.0,20,44.7
0.0,0.0,365.0,0.0,564.0,1200.0,14.0,115.0,206.0,0.0,0.0,0.0,0.0,0.0,28.0,20,48.9
0.0,0.0,315.0,0.0,596.0,1266.0,14.0,98.0,175.0,0.0,0.0,0.0,0.0,0.0,28.0,20,45.6
0.0,0.0,262.0,0.0,627.0,1333.0,14.0,82.0,146.0,0.0,0.0,0.0,0.0,0.0,28.0,20,39.6
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,28.0,20,36.8
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,28.0,20,34.5
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,28.0,20,26.3
0.0,0.0,350.0,0.0,599.0,1272.0,14.0,110.0,197.0,0.0,0.0,0.0,0.0,0.0,28.0,20,22.3
0.0,0.0,800.0,0.0,1900.0,0.0,12.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,28.0,20,33.4
0.0,0.0,800.0,0.0,1900.0,0.0,12.0,445.0,555.0,0.0,0.0,0.0,0.0,0.0,28.0,20,34.8
0.0,0.0,800.0,0.0,1900.0,0.0,12.0,400.0,600.0,0.0,0.0,0.0,0.0,0.0,28.0,20,35.2
0.0,0.0,800.0,0.0,1900.0,0.0,12.0,363.0,637.0,0.0,0.0,0.0,0.0,0.0,28.0,20,35.1
0.0,0.0,800.0,0.0,1900.0,0.0,12.0,333.0,667.0,0.0,0.0,0.0,0.0,0.0,28.0,20,38.3
0.0,0.0,800.0,0.0,1900.0,0.0,12.0,308.0,692.0,0.0,0.0,0.0,0.0,0.0,28.0,20,33.2
0.0,0.0,800.0,0.0,1900.0,0.0,12.0,286.0,714.0,0.0,0.0,0.0,0.0,0.0,28.0,20,22.6
0.0,0.0,800.0,0.0,1900.0,0.0,12.0,267.0,733.0,0.0,0.0,0.0,0.0,0.0,28.0,20,18.6
0.0,0.0,800.0,0.0,1900.0,0.0,12.0,250.0,750.0,0.0,0.0,0.0,0.0,0.0,28.0,20,17.5
528.0,0.0,0.0,0.0,1453.0,0.0,12.0,13.4,72.3,178.3,0.0,0.0,0.0,0.0,7.0,20,11.2
369.6,158.4,0.0,0.0,1453.0,0.0,12.0,13.4,72.3,178.3,0.0,0.0,0.0,0.0,7.0,20,21.3
264.0,264.0,0.0,0.0,1453.0,0.0,12.0,13.4,72.3,178.3,0.0,0.0,0.0,0.0,7.0,20,58.3
158.4,369.6,0.0,0.0,1453.0,0.0,12.0,13.4,72.3,178.3,0.0,0.0,0.0,0.0,7.0,20,56.5
0.0,528.0,0.0,0.0,1453.0,0.0,12.0,13.4,72.3,178.3,0.0,0.0,0.0,0.0,7.0,20,56.3
550.0,0.0,0.0,0.0,1453.0,0.0,12.0,20.1,108.5,135.4,0.0,0.0,0.0,0.0,7.0,20,18.9
385.0,165.0,0.0,0.0,1453.0,0.0,12.0,20.1,108.5,135.4,0.0,0.0,0.0,0.0,7.0,20,66.5
275.0,275.0,0.0,0.0,1453.0,0.0,12.0,20.1,108.5,135.4,0.0,0.0,0.0,0.0,7.0,20,95.1
165.0,385.0,0.0,0.0,1453.0,0.0,12.0,20.1,108.5,135.4,0.0,0.0,0.0,0.0,7.0,20,84.5
0.0,550.0,0.0,0.0,1453.0,0.0,12.0,20.1,108.5,135.4,0.0,0.0,0.0,0.0,7.0,20,82.6
528.0,0.0,0.0,0.0,1453.0,0.0,12.0,13.4,72.3,178.3,0.0,0.0,0.0,0.0,14.0,20,16.5
369.6,158.4,0.0,0.0,1453.0,0.0,12.0,13.4,72.3,178.3,0.0,0.0,0.0,0.0,14.0,20,24.8
264.0,264.0,0.0,0.0,1453.0,0.0,12.0,13.4,72.3,178.3,0.0,0.0,0.0,0.0,14.0,20,62.1
158.4,369.6,0.0,0.0,1453.0,0.0,12.0,13.4,72.3,178.3,0.0,0.0,0.0,0.0,14.0,20,62.0
0.0,528.0,0.0,0.0,1453.0,0.0,12.0,13.4,72.3,178.3,0.0,0.0,0.0,0.0,14.0,20,61.8
550.0,0.0,0.0,0.0,1453.0,0.0,12.0,20.1,108.5,135.4,0.0,0.0,0.0,0.0,14.0,20,21.1
385.0,165.0,0.0,0.0,1453.0,0.0,12.0,20.1,108.5,135.4,0.0,0.0,0.0,0.0,14.0,20,70.2
275.0,275.0,0.0,0.0,1453.0,0.0,12.0,20.1,108.5,135.4,0.0,0.0,0.0,0.0,14.0,20,102.3
