FA1,GGBS,SF,MK,FA2,CA,Molarity,NaOH,Na2SiO3,Water,F_V (vol%),F_D,F_L,F_M,days,Tem,Com
380.0,0.0,0.0,0.0,899.0,1045.0,14.0,23.44,146.4,35.16,0.0,0.0,0.0,0.0,56.0,20,45.98
390.0,0.0,0.0,0.0,899.0,1045.0,16.0,25.96,146.4,32.64,0.0,0.0,0.0,0.0,56.0,20,43.25
380.0,0.0,0.0,0.0,899.0,1045.0,12.0,20.74,146.4,37.86,0.0,0.0,0.0,0.0,91.0,20,46.68
380.0,0.0,0.0,0.0,899.0,1045.0,14.0,23.44,146.4,35.16,0.0,0.0,0.0,0.0,91.0,20,48.53
380.0,0.0,0.0,0.0,899.0,1045.0,16.0,25.96,146.4,32.64,0.0,0.0,0.0,0.0,91.0,20,44.11
488.0,0.0,0.0,0.0,805.0,1045.0,12.0,20.74,146.4,37.86,0.0,0.0,0.0,0.0,7.0,20,36.99
488.0,0.0,0.0,0.0,805.0,1045.0,14.0,23.44,146.4,35.16,0.0,0.0,0.0,0.0,7.0,20,38.89
488.0,0.0,0.0,0.0,805.0,1045.0,16.0,25.96,146.4,32.64,0.0,0.0,0.0,0.0,7.0,20,38.03
488.0,0.0,0.0,0.0,805.0,1045.0,12.0,20.74,146.4,37.86,0.0,0.0,0.0,0.0,28.0,20,52.59
488.0,0.0,0.0,0.0,805.0,1045.0,14.0,23.44,146.4,35.16,0.0,0.0,0.0,0.0,28.0,20,55.27
488.0,0.0,0.0,0.0,805.0,1045.0,16.0,25.96,146.4,32.64,0.0,0.0,0.0,0.0,28.0,20,53.74
488.0,0.0,0.0,0.0,805.0,1045.0,12.0,20.74,146.4,37.86,0.0,0.0,0.0,0.0,56.0,20,54.22
488.0,0.0,0.0,0.0,805.0,1045.0,14.0,23.44,146.4,35.16,0.0,0.0,0.0,0.0,56.0,20,57.43
488.0,0.0,0.0,0.0,805.0,1045.0,16.0,25.96,146.4,32.64,0.0,0.0,0.0,0.0,56.0,20,54.25
488.0,0.0,0.0,0.0,805.0,1045.0,12.0,20.74,146.4,37.86,0.0,0.0,0.0,0.0,91.0,20,62.0
488.0,0.0,0.0,0.0,805.0,1045.0,14.0,23.44,146.4,35.16,0.0,0.0,0.0,0.0,91.0,20,64.0
488.0,0.0,0.0,0.0,805.0,1045.0,16.0,25.96,146.4,32.64,0.0,0.0,0.0,0.0,91.0,20,59.76
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,142.0,165.0,3.7,0.0,0.0,0.0,0.0,7.0,20,63.96
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,142.0,165.0,3.7,0.0,0.0,0.0,0.0,14.0,20,62.68
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,142.0,165.0,3.7,0.0,0.0,0.0,0.0,28.0,20,69.09
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,126.0,181.0,4.7,0.0,0.0,0.0,0.0,7.0,20,66.85
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,126.0,181.0,4.7,0.0,0.0,0.0,0.0,14.0,20,70.85
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,126.0,181.0,4.7,0.0,0.0,0.0,0.0,28.0,20,70.37
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,5.7,0.0,0.0,0.0,0.0,7.0,20,70.37
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,5.7,0.0,0.0,0.0,0.0,14.0,20,62.68
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,5.7,0.0,0.0,0.0,0.0,28.0,20,69.09
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,95.0,212.0,6.7,0.0,0.0,0.0,0.0,7.0,20,51.78
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,95.0,212.0,6.7,0.0,0.0,0.0,0.0,14.0,20,53.54
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,95.0,212.0,6.7,0.0,0.0,0.0,0.0,28.0,20,55.63
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,83.0,224.0,7.5,0.0,0.0,0.0,0.0,7.0,20,41.2
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,83.0,224.0,7.5,0.0,0.0,0.0,0.0,14.0,20,42.96
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,83.0,224.0,7.5,0.0,0.0,0.0,0.0,28.0,20,44.08
0.0,0.0,0.0,325.0,599.0,1272.0,14.0,112.0,200.0,0.0,0.0,0.0,0.0,0.0,7.0,20,47.38
0.0,0.0,0.0,325.0,599.0,1272.0,14.0,112.0,200.0,0.0,0.0,0.0,0.0,0.0,14.0,20,51.56
0.0,0.0,0.0,325.0,599.0,1272.0,14.0,112.0,200.0,0.0,0.0,0.0,0.0,0.0,28.0,20,47.66
0.0,0.0,0.0,375.0,599.0,1272.0,14.0,94.0,168.0,34.0,0.0,0.0,0.0,0.0,7.0,20,41.64
0.0,0.0,0.0,375.0,599.0,1272.0,14.0,94.0,168.0,34.0,0.0,0.0,0.0,0.0,14.0,20,46.46
0.0,0.0,0.0,375.0,599.0,1272.0,14.0,94.0,168.0,34.0,0.0,0.0,0.0,0.0,28.0,20,44.79
0.0,0.0,0.0,400.0,599.0,1272.0,14.0,85.0,152.0,54.0,0.0,0.0,0.0,0.0,7.0,20,29.85
0.0,0.0,0.0,400.0,599.0,1272.0,14.0,85.0,152.0,54.0,0.0,0.0,0.0,0.0,14.0,20,32.28
0.0,0.0,0.0,400.0,599.0,1272.0,14.0,85.0,152.0,54.0,0.0,0.0,0.0,0.0,28.0,20,29.01
0.0,0.0,0.0,425.0,599.0,1272.0,14.0,76.0,136.0,74.0,0.0,0.0,0.0,0.0,7.0,20,16.94
0.0,0.0,0.0,425.0,599.0,1272.0,14.0,76.0,136.0,74.0,0.0,0.0,0.0,0.0,14.0,20,16.18
0.0,0.0,0.0,425.0,599.0,1272.0,14.0,76.0,136.0,74.0,0.0,0.0,0.0,0.0,28.0,20,17.05
0.0,0.0,0.0,420.0,533.0,1133.0,14.0,130.0,234.0,8.7,0.0,0.0,0.0,0.0,7.0,20,49.22
0.0,0.0,0.0,420.0,533.0,1133.0,14.0,130.0,234.0,8.7,0.0,0.0,0.0,0.0,14.0,20,46.68
0.0,0.0,0.0,420.0,533.0,1133.0,14.0,130.0,234.0,8.7,0.0,0.0,0.0,0.0,28.0,20,44.3
0.0,0.0,0.0,365.0,564.0,1200.0,14.0,115.0,206.0,5.7,0.0,0.0,0.0,0.0,7.0,20,54.15
0.0,0.0,0.0,365.0,564.0,1200.0,14.0,115.0,206.0,5.7,0.0,0.0,0.0,0.0,14.0,20,53.35
0.0,0.0,0.0,365.0,564.0,1200.0,14.0,115.0,206.0,5.7,0.0,0.0,0.0,0.0,28.0,20,47.0
0.0,0.0,0.0,315.0,596.0,1266.0,14.0,98.0,175.0,6.5,0.0,0.0,0.0,0.0,7.0,20,52.88
0.0,0.0,0.0,315.0,596.0,1266.0,14.0,98.0,175.0,6.5,0.0,0.0,0.0,0.0,14.0,20,56.69
0.0,0.0,0.0,315.0,596.0,1266.0,14.0,98.0,175.0,6.5,0.0,0.0,0.0,0.0,28.0,20,48.75
0.0,0.0,0.0,262.0,627.0,1333.0,14.0,82.0,146.0,5.1,0.0,0.0,0.0,0.0,7.0,20,45.41
0.0,0.0,0.0,262.0,627.0,1333.0,14.0,82.0,146.0,5.1,0.0,0.0,0.0,0.0,14.0,20,41.92
0.0,0.0,0.0,262.0,627.0,1333.0,14.0,82.0,146.0,5.1,0.0,0.0,0.0,0.0,28.0,20,46.37
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,25.0,0.0,0.0,0.0,0.0,7.0,20,43.64
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,25.0,0.0,0.0,0.0,0.0,14.0,20,52.3
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,25.0,0.0,0.0,0.0,0.0,28.0,20,48.23
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,44.2,0.0,0.0,0.0,0.0,7.0,20,36.93
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,44.2,0.0,0.0,0.0,0.0,14.0,20,43.52
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,44.2,0.0,0.0,0.0,0.0,28.0,20,40.08
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,63.4,0.0,0.0,0.0,0.0,7.0,20,29.9
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,63.4,0.0,0.0,0.0,0.0,14.0,20,32.98
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,63.4,0.0,0.0,0.0,0.0,28.0,20,29.38
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,82.6,0.0,0.0,0.0,0.0,7.0,20,22.88
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,82.6,0.0,0.0,0.0,0.0,14.0,20,24.51
0.0,0.0,0.0,350.0,599.0,1272.0,14.0,110.0,197.0,82.6,0.0,0.0,0.0,0.0,28.0,20,20.44
0.0,0.0,0.0,369.7,575.8,1224.0,14.0,116.2,208.1,6.1,0.0,0.0,0.0,0.0,7.0,20,66.91
0.0,0.0,0.0,369.7,575.8,1224.0,14.0,116.2,208.1,6.1,0.0,0.0,0.0,0.0,28.0,20,66.04
0.0,0.0,0.0,350.0,575.8,1224.0,14.0,140.0,197.0,13.0,0.0,0.0,0.0,0.0,7.0,20,30.4
0.0,0.0,0.0,350.0,575.8,1224.0,14.0,140.0,197.0,13.0,0.0,0.0,0.0,0.0,28.0,20,42.04
0.0,0.0,0.0,383.4,575.8,1224.0,14.0,98.6,215.8,2.2,0.0,0.0,0.0,0.0,7.0,20,58.62
0.0,0.0,0.0,383.4,575.8,1224.0,14.0,98.6,215.8,2.2,0.0,0.0,0.0,0.0,28.0,20,60.22
0.0,0.0,0.0,355.9,575.8,1224.0,14.0,83.1,261.0,0.0,0.0,0.0,0.0,0.0,7.0,20,57.75
0.0,0.0,0.0,355.9,575.8,1224.0,14.0,83.1,261.0,0.0,0.0,0.0,0.0,0.0,28.0,20,57.45
0.0,0.0,0.0,391.3,575.8,1224.0,14.0,184.3,87.0,37.4,0.0,0.0,0.0,0.0,7.0,20,20.36
0.0,0.0,0.0,391.3,575.8,1224.0,14.0,184.3,87.0,37.4,0.0,0.0,0.0,0.0,28.0,20,26.04
0.0,0.0,0.0,400.0,600.0,1073.1,8.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,28.0,20,30.39
0.0,0.0,0.0,490.3,736.5,979.6,20.0,234.4,277.9,0.0,0.0,0.0,0.0,0.0,28.0,20,53.24
0.0,0.0,0.0,490.3,736.5,979.6,14.0,217.5,277.9,0.0,0.0,0.0,0.0,0.0,28.0,20,58.0
0.0,0.0,0.0,400.0,600.0,1250.0,8.0,169.5,134.2,0.0,0.0,0.0,0.0,0.0,28.0,20,19.82
0.0,0.0,0.0,400.0,600.0,1250.0,8.0,169.5,265.3,0.0,0.0,0.0,0.0,0.0,28.0,20,26.42
0.0,0.0,0.0,400.0,600.0,1250.0,8.0,60.1,231.7,10.0,0.0,0.0,0.0,0.0,7.0,20,6.77
0.0,0.0,0.0,400.0,600.0,1250.0,8.0,60.1,231.7,10.0,0.0,0.0,0.0,0.0,28.0,20,13.95
0.0,0.0,0.0,300.0,600.0,1250.0,8.0,60.1,188.3,0.0,0.0,0.0,0.0,0.0,7.0,20,13.82
0.0,0.0,0.0,300.0,600.0,1250.0,8.0,60.1,188.3,0.0,0.0,0.0,0.0,0.0,28.0,20,19.13
0.0,0.0,0.0,400.0,600.0,1250.0,8.0,75.2,192.8,0.0,0.0,0.0,0.0,0.0,7.0,20,11.42
0.0,0.0,0.0,400.0,600.0,1250.0,8.0,75.2,192.8,0.0,0.0,0.0,0.0,0.0,28.0,20,18.07
0.0,0.0,0.0,400.0,600.0,1250.0,14.0,60.1,231.7,25.0,0.0,0.0,0.0,0.0,7.0,20,20.72
0.0,0.0,0.0,400.0,600.0,1250.0,14.0,60.1,231.7,25.0,0.0,0.0,0.0,0.0,28.0,20,23.91
0.0,0.0,0.0,300.0,600.0,1250.0,14.0,60.1,165.3,30.0,0.0,0.0,0.0,0.0,7.0,20,34.14
0.0,0.0,0.0,300.0,600.0,1250.0,14.0,60.1,165.3,30.0,0.0,0.0,0.0,0.0,28.0,20,36.0
0.0,0.0,0.0,400.0,600.0,1250.0,14.0,60.1,203.4,30.0,0.0,0.0,0.0,0.0,7.0,20,23.38
0.0,0.0,0.0,400.0,600.0,1250.0,14.0,60.1,203.4,30.0,0.0,0.0,0.0,0.0,28.0,20,29.49
0.0,0.0,0.0,400.0,600.0,1250.0,14.0,80.0,220.0,75.0,0.0,0.0,0.0,0.0,7.0,20,15.12
0.0,0.0,0.0,400.0,600.0,1250.0,14.0,80.0,220.0,75.0,0.0,0.0,0.0,0.0,28.0,20,18.6
0.0,0.0,0.0,400.0,600.0,1250.0,14.0,150.0,220.0,30.0,0.0,0.0,0.0,0.0,7.0,20,46.84
0.0,0.0,0.0,400.0,600.0,1250.0,14.0,150.0,220.0,30.0,0.0,0.0,0.0,0.0,28.0,20,54.6
0.0,0.0,0.0,350.0,600.0,1250.0,14.0,75.0,192.0,60.0,0.0,0.0,0.0,0.0,7.0,20,20.88
0.0,0.0,0.0,350.0,600.0,1250.0,14.0,75.0,192.0,60.0,0.0,0.0,0.0,0.0,28.0,20,24.09
0.0,0.0,0.0,350.0,600.0,1250.0,14.0,135.0,192.0,0.0,0.0,0.0,0.0,0.0,7.0,20,48.04
0.0,0.0,0.0,350.0,600.0,1250.0,14.0,135.0,192.0,0.0,0.0,0.0,0.0,0.0,28.0,20,55.67
0.0,0.0,0.0,300.0,600.0,1250.0,14.0,60.0,165.0,30.0,0.0,0.0,0.0,0.0,7.0,20,22.62
0.0,0.0,0.0,300.0,600.0,1250.0,14.0,60.0,165.0,30.0,0.0,0.0,0.0,0.0,28.0,20,25.43
0.0,0.0,0.0,340.55,623.21,807.1,12.0,170.27,323.52,0.0,0.0,0.0,0.0,0.0,3.0,20,31.17
0.0,0.0,0.0,340.55,623.21,807.1,12.0,170.27,323.52,0.0,0.0,0.0,0.0,0.0,7.0,20,35.49
0.0,0.0,0.0,340.55,623.21,807.1,12.0,170.27,323.52,0.0,0.0,0.0,0.0,0.0,14.0,20,35.97
0.0,0.0,0.0,340.55,623.21,807.1,12.0,170.27,323.52,0.0,0.0,0.0,0.0,0.0,28.0,20,36.26
0.0,0.0,0.0,355.93,651.35,843.55,12.0,177.96,265.88,0.0,0.0,0.0,0.0,0.0,3.0,20,41.24
0.0,0.0,0.0,355.93,651.35,843.55,12.0,177.96,265.88,0.0,0.0,0.0,0.0,0.0,7.0,20,43.64
0.0,0.0,0.0,355.93,651.35,843.55,12.0,177.96,265.88,0.0,0.0,0.0,0.0,0.0,14.0,20,44.22
0.0,0.0,0.0,355.93,651.35,843.55,12.0,177.96,265.88,0.0,0.0,0.0,0.0,0.0,28.0,20,45.56
0.0,0.0,0.0,320.0,530.0,1240.0,16.0,68.0,170.0,20.0,0.0,0.0,0.0,0.0,3.0,20,25.0
0.0,0.0,0.0,320.0,530.0,1240.0,16.0,68.0,170.0,20.0,0.0,0.0,0.0,0.0,7.0,20,30.3
0.0,0.0,0.0,320.0,530.0,1240.0,16.0,68.0,170.0,20.0,0.0,0.0,0.0,0.0,14.0,20,31.3
0.0,0.0,0.0,320.0,530.0,1240.0,16.0,68.0,170.0,20.0,0.0,0.0,0.0,0.0,28.0,20,32.3
495.0,0.0,0.0,0.0,756.0,898.0,12.0,75.0,150.0,0.0,0.0,0.0,0.0,0.0,7.0,20,15.0
495.0,0.0,0.0,0.0,756.0,898.0,12.0,75.0,150.0,0.0,0.0,0.0,0.0,0.0,28.0,20,22.3
495.0,0.0,0.0,0.0,756.0,898.0,12.0,75.0,150.0,0.0,0.0,0.0,0.0,0.0,91.0,20,23.8
396.0,128.7,0.0,0.0,756.0,898.0,12.0,75.0,150.0,0.0,1.0,0.0217,12.0,115.0,7.0,20,28.8
396.0,128.7,0.0,0.0,756.0,898.0,12.0,75.0,150.0,0.0,1.0,0.0217,12.0,115.0,28.0,20,39.4
396.0,128.7,0.0,0.0,756.0,898.0,12.0,75.0,150.0,0.0,1.0,0.0217,12.0,115.0,91.0,20,43.0
0.0,750.0,235.0,0.0,1105.0,0.0,12.0,85.7,214.3,150.0,0.0,0.0,0.0,0.0,3.0,20,36.7
0.0,750.0,235.0,0.0,1105.0,0.0,12.0,85.7,214.3,150.0,0.0,0.0,0.0,0.0,7.0,20,38.6
0.0,750.0,235.0,0.0,1105.0,0.0,12.0,85.7,214.3,150.0,0.0,0.0,0.0,0.0,28.0,20,43.2
360.0,40.0,0.0,0.0,651.0,1209.0,14.0,45.7,114.3,0.0,0.0,0.0,0.0,0.0,7.0,20,27.0
320.0,80.0,0.0,0.0,651.0,1209.0,14.0,45.7,114.3,0.0,0.0,0.0,0.0,0.0,7.0,20,31.0
360.0,40.0,0.0,0.0,651.0,1209.0,14.0,64.0,96.0,0.0,0.0,0.0,0.0,0.0,7.0,20,25.0
320.0,80.0,0.0,0.0,651.0,1209.0,14.0,64.0,96.0,0.0,0.0,0.0,0.0,0.0,7.0,20,29.0
400.0,0.0,0.0,0.0,658.0,1222.0,14.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,7.0,20,11.0
360.0,40.0,0.0,0.0,655.0,1216.0,14.0,40.0,100.0,8.0,0.0,0.0,0.0,0.0,7.0,20,15.0
320.0,80.0,0.0,0.0,655.0,1216.0,14.0,40.0,100.0,8.0,0.0,0.0,0.0,0.0,7.0,20,22.0
400.0,0.0,0.0,0.0,658.0,1222.0,14.0,56.0,84.0,0.0,0.0,0.0,0.0,0.0,7.0,20,8.0
360.0,40.0,0.0,0.0,655.0,1216.0,14.0,56.0,84.0,8.0,0.0,0.0,0.0,0.0,7.0,20,14.0
320.0,80.0,0.0,0.0,655.0,1216.0,14.0,56.0,84.0,8.0,0.0,0.0,0.0,0.0,7.0,20,25.0
360.0,40.0,0.0,0.0,651.0,1209.0,14.0,45.7,114.3,0.0,0.0,0.0,0.0,0.0,28.0,20,40.0
320.0,80.0,0.0,0.0,651.0,1209.0,14.0,45.7,114.3,0.0,0.0,0.0,0.0,0.0,28.0,20,47.0
360.0,40.0,0.0,0.0,651.0,1209.0,14.0,64.0,96.0,0.0,0.0,0.0,0.0,0.0,28.0,20,43.0
320.0,80.0,0.0,0.0,651.0,1209.0,14.0,64.0,96.0,0.0,0.0,0.0,0.0,0.0,28.0,20,54.0
400.0,0.0,0.0,0.0,658.0,1222.0,14.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,28.0,20,25.0
360.0,40.0,0.0,0.0,655.0,1216.0,14.0,40.0,100.0,8.0,0.0,0.0,0.0,0.0,28.0,20,27.0
320.0,80.0,0.0,0.0,655.0,1216.0,14.0,40.0,100.0,8.0,0.0,0.0,0.0,0.0,28.0,20,35.0
400.0,0.0,0.0,0.0,658.0,1222.0,14.0,56.0,84.0,0.0,0.0,0.0,0.0,0.0,28.0,20,27.0
360.0,40.0,0.0,0.0,655.0,1216.0,14.0,56.0,84.0,8.0,0.0,0.0,0.0,0.0,28.0,20,27.0
320.0,80.0,0.0,0.0,655.0,1216.0,14.0,56.0,84.0,8.0,0.0,0.0,0.0,0.0,28.0,20,45.0
360.0,40.0,0.0,0.0,651.0,1209.0,14.0,45.7,114.3,0.0,0.0,0.0,0.0,0.0,56.0,20,45.0
320.0,80.0,0.0,0.0,651.0,1209.0,14.0,45.7,114.3,0.0,0.0,0.0,0.0,0.0,56.0,20,50.0
360.0,40.0,0.0,0.0,651.0,1209.0,14.0,64.0,96.0,0.0,0.0,0.0,0.0,0.0,56.0,20,50.0
320.0,80.0,0.0,0.0,651.0,1209.0,14.0,64.0,96.0,0.0,0.0,0.0,0.0,0.0,56.0,20,63.0
400.0,0.0,0.0,0.0,658.0,1222.0,14.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,56.0,20,30.0
360.0,40.0,0.0,0.0,655.0,1216.0,14.0,40.0,100.0,8.0,0.0,0.0,0.0,0.0,56.0,20,35.0
320.0,80.0,0.0,0.0,655.0,1216.0,14.0,40.0,100.0,8.0,0.0,0.0,0.0,0.0,56.0,20,40.0
400.0,0.0,0.0,0.0,658.0,1222.0,14.0,56.0,84.0,0.0,0.0,0.0,0.0,0.0,56.0,20,32.0
360.0,40.0,0.0,0.0,655.0,1216.0,14.0,56.0,84.0,8.0,0.0,0.0,0.0,0.0,56.0,20,35.0
320.0,80.0,0.0,0.0,655.0,1216.0,14.0,56.0,84.0,8.0,0.0,0.0,0.0,0.0,56.0,20,52.0
360.0,40.0,0.0,0.0,651.0,1209.0,14.0,45.7,114.3,0.0,0.0,0.0,0.0,0.0,91.0,20,47.0
320.0,80.0,0.0,0.0,651.0,1209.0,14.0,45.7,114.3,0.0,0.0,0.0,0.0,0.0,91.0,20,54.0
360.0,40.0,0.0,0.0,651.0,1209.0,14.0,64.0,96.0,0.0,0.0,0.0,0.0,0.0,91.0,20,52.0
320.0,80.0,0.0,0.0,651.0,1209.0,14.0,64.0,96.0,0.0,0.0,0.0,0.0,0.0,91.0,20,68.0
400.0,0.0,0.0,0.0,658.0,1222.0,14.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,91.0,20,33.0
360.0,40.0,0.0,0.0,655.0,1216.0,14.0,40.0,100.0,8.0,0.0,0.0,0.0,0.0,91.0,20,38.0
320.0,80.0,0.0,0.0,655.0,1216.0,14.0,40.0,100.0,8.0,0.0,0.0,0.0,0.0,91.0,20,43.0
400.0,0.0,0.0,0.0,658.0,1222.0,14.0,56.0,84.0,0.0,0.0,0.0,0.0,0.0,91.0,20,34.0
360.0,40.0,0.0,0.0,655.0,1216.0,14.0,56.0,84.0,8.0,0.0,0.0,0.0,0.0,91.0,20,41.0
320.0,80.0,0.0,0.0,655.0,1216.0,14.0,56.0,84.0,8.0,0.0,0.0,0.0,0.0,91.0,20,54.0
360.0,40.0,0.0,0.0,651.0,1209.0,14.0,45.7,114.3,0.0,0.0,0.0,0.0,0.0,180.0,20,49.0
320.0,80.0,0.0,0.0,651.0,1209.0,14.0,45.7,114.3,0.0,0.0,0.0,0.0,0.0,180.0,20,59.0
360.0,40.0,0.0,0.0,651.0,1209.0,14.0,64.0,96.0,0.0,0.0,0.0,0.0,0.0,180.0,20,54.0
320.0,80.0,0.0,0.0,651.0,1209.0,14.0,64.0,96.0,0.0,0.0,0.0,0.0,0.0,180.0,20,70.0
400.0,0.0,0.0,0.0,658.0,1222.0,14.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,180.0,20,35.0
360.0,40.0,0.0,0.0,655.0,1216.0,14.0,40.0,100.0,8.0,0.0,0.0,0.0,0.0,180.0,20,39.0
320.0,80.0,0.0,0.0,655.0,1216.0,14.0,40.0,100.0,8.0,0.0,0.0,0.0,0.0,180.0,20,44.0
400.0,0.0,0.0,0.0,658.0,1222.0,14.0,56.0,84.0,0.0,0.0,0.0,0.0,0.0,180.0,20,37.0
360.0,40.0,0.0,0.0,655.0,1216.0,14.0,56.0,84.0,8.0,0.0,0.0,0.0,0.0,180.0,20,44.0
320.0,80.0,0.0,0.0,655.0,1216.0,14.0,56.0,84.0,8.0,0.0,0.0,0.0,0.0,180.0,20,57.0
400.0,0.0,0.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,3.0,20,30.6
380.0,0.0,20.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,3.0,20,45.0
360.0,0.0,40.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,3.0,20,37.2
340.0,0.0,60.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,3.0,20,35.0
320.0,0.0,80.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,3.0,20,63.8
400.0,0.0,0.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,7.0,20,36.8
380.0,0.0,20.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,7.0,20,45.2
360.0,0.0,40.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,7.0,20,50.0
340.0,0.0,60.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,7.0,20,45.2
320.0,0.0,80.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,7.0,20,65.0
400.0,0.0,0.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,14.0,20,41.9
380.0,0.0,20.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,14.0,20,45.6
360.0,0.0,40.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,14.0,20,51.94
340.0,0.0,60.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,14.0,20,46.4
320.0,0.0,80.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,14.0,20,67.5
400.0,0.0,0.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,21.0,20,41.5
380.0,0.0,20.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,21.0,20,46.7
360.0,0.0,40.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,21.0,20,52.8
340.0,0.0,60.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,21.0,20,47.5
320.0,0.0,80.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,21.0,20,68.4
400.0,0.0,0.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,28.0,20,44.9
380.0,0.0,20.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,28.0,20,47.4
360.0,0.0,40.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,28.0,20,49.4
340.0,0.0,60.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,28.0,20,53.4
320.0,0.0,80.0,0.0,554.0,1293.0,14.0,45.0,113.0,0.0,0.0,0.0,0.0,0.0,28.0,20,70.0
340.0,60.0,0.0,0.0,795.0,963.0,12.0,51.3,128.7,38.6,0.0,0.0,0.0,0.0,1.0,20,48.4
340.0,60.0,0.0,0.0,795.0,963.0,12.0,51.3,128.7,38.6,0.0,0.0,0.0,0.0,7.0,20,49.2
340.0,60.0,0.0,0.0,795.0,963.0,12.0,51.3,128.7,38.6,0.0,0.0,0.0,0.0,28.0,20,50.4
340.0,60.0,0.0,0.0,795.0,963.0,12.0,51.3,128.7,38.6,0.0,0.0,0.0,0.0,56.0,20,50.5
340.0,60.0,0.0,0.0,795.0,963.0,12.0,51.3,128.7,38.6,5.0,0.022,18.0,3.5,1.0,20,47.9
340.0,60.0,0.0,0.0,795.0,963.0,12.0,51.3,128.7,38.6,5.0,0.022,18.0,3.5,7.0,20,47.9
340.0,60.0,0.0,0.0,795.0,963.0,12.0,51.3,128.7,38.6,5.0,0.022,18.0,3.5,28.0,20,48.0
